X1,file_name,category,text,recommendations
719,training-dataset/engineering/720.txt,engineering,A Scalable System for Ingestion and Delivery of Timed TextAbout the Netflix Tech Blog  This is a Netflix blog focused on technology and technology issues  We ll share our perspectives  decisions and challenges regarding the software we build and use to create the Netflix service,"[719 299 1038 918 343 1206 910 264 659 94 728]"
728,training-dataset/engineering/874.txt,engineering,Benchmarking Cloud Data StoresAbout the Netflix Tech Blog  This is a Netflix blog focused on technology and technology issues  We ll share our perspectives  decisions and challenges regarding the software we build and use to create the Netflix service,"[728 299 1038 918 343 1108 1206 910 264 659 94]"
838,training-dataset/product/933.txt,product,B Testing   uxdesign ccHow Netflix does A B Testing  Have you ever wondered why Netflix has such a great streaming experience  Do you want to learn how they completed their homepage plus other UI layout redesigns through A B testing  If so  then this article is for you   I ll start with sharing my takeaways from a Designers Geeks event I attended last week at Yelp  The two great speakers Anna Blaylock and Navin Iyengar  both product designers at Netflix  walked through insights gleaned from their years of A B testing on tens of millions of Netflix members  and showed some relevant examples from the product to help attendees think about their own designs   Photo from the presentation  Experimentation  I really liked this first slide of the presentation and think it s smart to use an image from the TV show  Breaking Bad  to explain the concept of experimentation   Photo from the presentation  The Scientific Method  Photo from the presentation  Hypothesis  In science  a hypothesis is an idea or explanation that you then test through study and experimentation  In design  a theory or guess can also be called a hypothesis   Photo from the presentation  The basic idea of a hypothesis is that there is no pre determined outcome  It is something that can be tested and that those tests can be replicated    The general concept behind A B testing is to create an experiment with a control group and one or more experimental groups  called  cells  within Netflix  which receive alternative treatments  Each member belongs exclusively to one cell within a given experiment  with one of the cells always designated the  default cell   This cell represents the control group  which receives the same experience as all Netflix members not in the test     Netflix blog  Here s how A B testing is done at Netflix  as soon as the test is live  they track specific metrics of importance  For example  it could be elements like streaming hours and retention  Once the participants have provided enough meaningful conclusions  they move onto the efficacy of each test and define a winner out of the different variations   Image from the presentation  Photo from the presentation that shows the hypothesis process  Experiment  Experimentation is the act of experimenting  Many companies like Netflix run experiments to generate user data  It is also important to take time and effort to organize the experiment properly to ensure that both the type and amount of data is sufficient and available to clarify the questions of interest as efficiently as possible   You probably have noticed that the featured show on the Netflix homepage seems to change whenever you log in  They re all part of Netflix s complex experiments to get you to watch their shows   Homepage when I logged in the 1st time  Image from the presentation  the House of Cards page when seen as a signed out user  Home page when I logged in the 2nd time  Home page when I switch the account user name  Home page when I switch name to kids  Home page when I m not signed in  The idea of A B testing is to present different content to different user groups  gather their reactions and use the results to build strategies in the future  According to this blog post written by Netflix engineer Gopal Krishnan   If you don t capture a member s attention within 90 seconds  that member will likely lose interest and move onto another activity  Such failed sessions could at times be because we did not show the right content or because we did show the right content but did not provide sufficient evidence as to why our member should watch it   Netflix did an experiment back in 2013 to see if they can create a few artwork variants that increase the audience for a title  Here is the result   Image from Netflix blog  It was an early signal that members are sensitive to artwork changes  It was also a signal that there were better ways they could help Netflix members find the types of stories they were looking for within the Netflix experience   Netflix later created a system that automatically grouped artwork that had different aspect ratios  crops  touch ups  localized title treatments but had the same background image  They replicated experiment on their other TV shows to track relative artwork performance  Here are some examples   Image from Netflix blog  the two marked images significantly outperformed all others   Image from Netflix blog  the last marked images significantly outperformed all others   Check out these two blog posts to learn more about Netflix A B testing   How Netflix selects the best artwork for videos through A B testing  The Netflix experimentation platform  a service which makes it possible for every Netflix engineering team to implement their A B tests with the support of a specialized engineering team   What I learned  A B testing is the most reliable way to learn user behaviors  As designers  we should think about our work through the lens of experimentation   Image from the presentation  your instinct is not always right  When and why A B testing  Once you have a design in production  use A B testing to tweak the design and target two key metrics  retention and revenue  By A B testing changes throughout the product and tracking users over time  you can see whether your change improves retention or increases revenue  If it does  make it the default  In this way A B testing can be used to continuously improve business metrics  Are your users finding or doing one thing you want them to find or to do   My experience is that often times users cannot always complete a task as fast as you expect  and sometimes they can t even find a certain button you put on a page  The reasons can vary  it might because the design is not intuitive enough  the color is not vibrant enough  the user is not tech savvy  they don t know how to make a decision because there are too many options on one page  and so on  Are your intuitions correct   Sadly  when it comes to user behavior  our intuitions could be wrong  and the only way to prove it is through A B testing  It is the best way to validate whether one UX design is more effective than another  At work  our consumer product team have proved that through A B testing on our real estate website  For example  they wanted to figure out whether they can make a design change to improve the registration rate for users who clicked on a Google Ad  They created a few different experimental designs and tested them  They thought the design that only hides the property image would win  but found that the design that hides both the property image and the price got the highest conversation rate  Explore the boundaries  The best ideas come from many idea explorations  At work  our product team works collaboratively across many different projects  With so many parties involved  from designers to product managers to developers   we get to explore the boundaries together  Some of the best ideas are sometime from the developers or the product managers after testing out our prototypes  Observe what people do  not what they say  When talking to users  it s important to keep this in mind  they always say one thing but do it differently  I conducted a few user testing sessions this week and have one perfect example to show you why  I had this one user testing out a Contacts list view prototype and asked him if he usually sorts filters his Contacts  He said no because he wouldn t need do so  However  when he discovered the new filters dropdown menu  he was amazed by how convenient it is to sort and filter multiple options at a time and immediately asked when that can roll out in production  Use data to estimate size of opportunity    It s always about the whys    Data can help shape ideas    Check if any A B testing are in conflict  Isn t it so fun to be a UI and UX designer     Knowing your user is the most exciting part of design process  There is no finished design  but many chances for iteration to improve the design and give our users the best experience possible  I enjoy the opportunity to make subtle tweaks for our users  measure their reactions and work with the product team to figure out the next steps   If you like this article  please kindly tap the   button below,"[838 659 920 1206 1105 481 299 1038 94 1370 918]"
876,training-dataset/engineering/1396.txt,engineering,Protecting Netflix Viewing Privacy at ScaleAbout the Netflix Tech Blog  This is a Netflix blog focused on technology and technology issues  We ll share our perspectives  decisions and challenges regarding the software we build and use to create the Netflix service,"[876 299 1038 918 343 264 910 659 1206 94 1018]"
910,training-dataset/engineering/1154.txt,engineering,The Netflix Tech Blog  Global Languages Support at NetflixAbout the Netflix Tech Blog  This is a Netflix blog focused on technology and technology issues  We ll share our perspectives  decisions and challenges regarding the software we build and use to create the Netflix service,"[910 299 1038 1018 918 343 920 94 264 1206 659]"
918,training-dataset/engineering/536.txt,engineering,Netflix Billing Migration to AWSAbout the Netflix Tech Blog  This is a Netflix blog focused on technology and technology issues  We ll share our perspectives  decisions and challenges regarding the software we build and use to create the Netflix service,"[918 299 1038 343 264 910 659 1206 94 1018 876]"
920,training-dataset/engineering/1176.txt,engineering,Product Integration Testing at the Speed of NetflixAbout the Netflix Tech Blog  This is a Netflix blog focused on technology and technology issues  We ll share our perspectives  decisions and challenges regarding the software we build and use to create the Netflix service,"[920 1206 910 659 299 1038 1018 918 343 264 94]"
1018,training-dataset/engineering/840.txt,engineering,The Netflix Tech Blog  Building High Performance Mobile Applications at NetflixAbout the Netflix Tech Blog  This is a Netflix blog focused on technology and technology issues  We ll share our perspectives  decisions and challenges regarding the software we build and use to create the Netflix service,"[1018 910 299 1038 1105 918 343 920 94 264 1206]"
1038,training-dataset/engineering/153.txt,engineering,The Netflix Tech Blog  Netflix Billing Migration to AWSAbout the Netflix Tech Blog  This is a Netflix blog focused on technology and technology issues  We ll share our perspectives  decisions and challenges regarding the software we build and use to create the Netflix service,"[299 1038 918 343 910 94 264 659 1206 1018 1261]"
1105,training-dataset/engineering/564.txt,engineering,The Netflix Tech Blog  Crafting a high performance TV user interface using ReactAbout the Netflix Tech Blog  This is a Netflix blog focused on technology and technology issues  We ll share our perspectives  decisions and challenges regarding the software we build and use to create the Netflix service,"[1105 1018 299 1038 918 343 1108 910 94 264 1206]"
1108,training-dataset/engineering/700.txt,engineering,Application data caching using SSDsAbout the Netflix Tech Blog  This is a Netflix blog focused on technology and technology issues  We ll share our perspectives  decisions and challenges regarding the software we build and use to create the Netflix service,"[1108 299 1038 728 918 343 1105 1206 910 264 659]"
1143,training-dataset/engineering/118.txt,engineering,The Netflix Tech Blog  Dynomite manager  Managing Dynomite ClustersAbout the Netflix Tech Blog  This is a Netflix blog focused on technology and technology issues  We ll share our perspectives  decisions and challenges regarding the software we build and use to create the Netflix service,"[1143 299 1038 918 343 910 94 264 1206 659 1018]"
1206,training-dataset/engineering/307.txt,engineering,Automated testing on devicesAbout the Netflix Tech Blog  This is a Netflix blog focused on technology and technology issues  We ll share our perspectives  decisions and challenges regarding the software we build and use to create the Netflix service,"[1206 659 299 1038 918 343 920 910 264 94 728]"
1254,training-dataset/engineering/989.txt,engineering,Event driven Diagnostic and Remediation PlatformAbout the Netflix Tech Blog  This is a Netflix blog focused on technology and technology issues  We ll share our perspectives  decisions and challenges regarding the software we build and use to create the Netflix service,"[1254 659 299 1038 918 343 1206 910 264 94 728]"
1261,training-dataset/engineering/1507.txt,engineering,The Netflix Tech Blog  Zuul 2   The Netflix Journey to Asynchronous  Non Blocking SystemsAbout the Netflix Tech Blog  This is a Netflix blog focused on technology and technology issues  We ll share our perspectives  decisions and challenges regarding the software we build and use to create the Netflix service,"[1261 299 1038 918 343 910 94 264 659 1206 1018]"
1370,training-dataset/engineering/427.txt,engineering,Why Netflix Moved to a Microservices ArchitectureBack in 2008  a dubious public looked on as Netflix announced plans to move to the cloud  Adrian Cockcroft  Netflix s cloud architect  explained the general reaction stating   everyone said we were completely crazy      They didn t believe we were actually doing that  they thought we were just making stuff up   Despite public opinion  Cockcroft understood Netflix needed to push away from monolithic vertically scaled datacenters and move towards cloud based microservices architecture  The potential benefits in a structural overhaul starkly overshadowed any foreseeable disadvantages  Fast forward roughly 8 years  and Netflix has become one of the first major corporations to exist completely in the public cloud  This article from SmartBear looks at how their architectural shift revealed significant improvements in performance  development  and scalability resulting in a remarkable period of growth  Netflix s success with cloud based microservices architecture has been so remarkable that  in hindsight  it s hard to imagine that Netflix would have moved in any other direction     After a single missing semicolon led to a major database corruption in 2008  Netflix understood they had to change their approach  Their vertical monolithic data structure meant separate compartments of code were intimately woven together  an error in one section could cause issues for the whole system  By segmenting their data into a network of horizontally connected API services  Netflix could minimize the frequency and severity of code errors and related issues  This is known as separation of concerns  or as Cockcroft calls it   Loosely coupled service oriented architecture with bounded contexts   He admits that by having more systems  more time would be spent managing those systems  but this approach would translate into greater system wide stability  Cockrofts explains that these API services would break at different times causing smaller  localized problems  rather than losing  the whole system at once   which  in turn  resulted in less manual intervention for Netflix engineers   This compartmentalized structure also meant the developmental process was less intrusive  Netflix was able to build and tests services with a relatively low risk of impacting their service  As such  Netflix was free to diversify their developmental portfolio  Netflix created 30  separate engineering teams capable of independently developing and implementing new services on a variety of new platforms  To put that in perspective  prior to their architectural shift  Netflix would  have at least 10 minutes of downtime to put in the new schema   every two weeks     Yet  their cloud migration and horizontal shift offered Netflix much more beyond the realm of stability and flexibility  By employing Amazon Web Services  AWS  for their cloud computing  Netflix was able to take quantum leaps forward in terms of scalability  Previously  Netflix datacenters proved to be bulky and slow to adapt  Changes in capacity could take days and different components were unable to scale at different rates  Additionally  Netflix was expanding so rapidly that they struggled to build data centers quickly enough to meet user demands  However  AWS offered Netflix the ability to change their capacity within minutes  differentiate rates between components  and expand unencumbered   We don t have to plan capacity in advance  we don t need to ask permission of other people to build things for us  and we don t worry about running out of space or power   Cockcroft explains     As of early 2016  Netflix announced their expansion of services to over 130 new countries  Their rapid expansion is due  in no small part  to the very nature of their cloud based microservices architecture  Although their migration took the better part of a decade  it offered lasting solutions to long standing issues and has paved the way for other major corporations to follow suit,"[1370 728 343 299 1038 918 94 264 452 659 1108]"
